data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,pub_publication_titleTitle,publication_authors,citation_event_source
British Oceanographic Data Centre (BODC),10.5285/22235f1a-b7f3-687f-e053-6c86abc0c8a6,Stable carbon isotopes of dissolved inorganic carbon for RRS James Clark Ross cruise JR302 in the subpolar North Atlantic Ocean from June to July 2014.,"['Humphreys, Matthew P', 'Greatrix, Florence M', 'Tynan, Eithne', 'Griffiths, Alex M', 'Fry, Claudia H', 'Garley, Rebecca', 'Achterberg, Eric Pieter', 'McDonald, Alison', 'Boyce, Adrian']",is-part-of,10.5194/essd-8-221-2016,journal-article,Stable carbon isotopes of dissolved inorganic carbon for a zonal transect  across the subpolar North Atlantic Ocean in summer 2014,"[['Matthew P.', 'Humphreys'], ['Florence M.', 'Greatrix'], ['Eithne', 'Tynan'], ['Eric P.', 'Achterberg'], ['Alex M.', 'Griffiths'], ['Claudia H.', 'Fry'], ['Rebecca', 'Garley'], ['Alison', 'McDonald'], ['Adrian J.', 'Boyce']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/F156350CFC3245DFA9F6C7252DA5CD08,Climate Communication Project: Representing the Majority questionnaire asking participants about their attitudes towards climate change,"['Illingworth, S']",is-part-of,10.5194/gc-1-9-2018,journal-article,Representing the majority and not the minority: the importance of the individual in communicating climate change,"[['Sam', 'Illingworth'], ['Alice', 'Bell'], ['Stuart', 'Capstick'], ['Adam', 'Corner'], ['Piers', 'Forster'], ['Rosie', 'Leigh'], ['Maria', 'Loroño Leturiondo'], ['Catherine', 'Muller'], ['Harriett', 'Richardson'], ['Emily', 'Shuckburgh']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/58ef13a9-539f-46e5-88ad-c89274191ff9,Historic Standardised Streamflow Index (SSI) using Tweedie distribution with standard period 1961-2010 for 303 UK catchments (1891-2015),"['Barker, L.J.', 'Smith, K.A.', 'Svensson, C.', 'Tanguy, M.', 'Hannaford, J.']",is-part-of,10.5194/hess-23-4583-2019,journal-article,Historic hydrological droughts 1891–2015: systematic characterisation for a diverse set of catchments across the UK,"[['Lucy J.', 'Barker'], ['Jamie', 'Hannaford'], ['Simon', 'Parry'], ['Katie A.', 'Smith'], ['Maliko', 'Tanguy'], ['Christel', 'Prudhomme']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/58ef13a9-539f-46e5-88ad-c89274191ff9,Historic Standardised Streamflow Index (SSI) using Tweedie distribution with standard period 1961-2010 for 303 UK catchments (1891-2015),"['Barker, L.J.', 'Smith, K.A.', 'Svensson, C.', 'Tanguy, M.', 'Hannaford, J.']",is-part-of,10.5194/hess-23-3247-2019,journal-article,A multi-objective ensemble approach to hydrological modelling in the UK: an application to historic drought reconstruction,"[['Katie A.', 'Smith'], ['Lucy J.', 'Barker'], ['Maliko', 'Tanguy'], ['Simon', 'Parry'], ['Shaun', 'Harrigan'], ['Tim P.', 'Legg'], ['Christel', 'Prudhomme'], ['Jamie', 'Hannaford']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/58ef13a9-539f-46e5-88ad-c89274191ff9,Historic Standardised Streamflow Index (SSI) using Tweedie distribution with standard period 1961-2010 for 303 UK catchments (1891-2015),"['Barker, L.J.', 'Smith, K.A.', 'Svensson, C.', 'Tanguy, M.', 'Hannaford, J.']",is-referenced-by,10.1080/02626667.2022.2038791,Informa UK Limited,Spatio-temporal propagation of North Atlantic Oscillation (NAO) rainfall deviations to streamflow in British catchments,"[['Harry', 'West'], ['Nevil', 'Quinn'], ['Michael', 'Horswell']]",DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/463b2fcd6a264a39b1e3249dab16c177,HadISDH marine: gridded global monthly ocean surface humidity data version 1.0.0.2018f,"['Willett, Kate M.', 'Dunn, Robert J. H.', 'Kennedy, John J.', 'Berry, David I.']",is-part-of,10.5194/essd-12-2853-2020,journal-article,Development of the HadISDH.marine humidity climate monitoring dataset,"[['Kate M.', 'Willett'], ['Robert J. H.', 'Dunn'], ['John J.', 'Kennedy'], ['David I.', 'Berry']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f710bed1-e564-47bf-b82c-4c2a2fe2810e,Historic reconstructions of daily river flow for 303 UK catchments (1891-2015),"['Smith, K.A.', 'Tanguy, M.', 'Hannaford, J.', 'Prudhomme, C.']",is-part-of,10.5194/hess-23-4583-2019,journal-article,Historic hydrological droughts 1891–2015: systematic characterisation for a diverse set of catchments across the UK,"[['Lucy J.', 'Barker'], ['Jamie', 'Hannaford'], ['Simon', 'Parry'], ['Katie A.', 'Smith'], ['Maliko', 'Tanguy'], ['Christel', 'Prudhomme']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f710bed1-e564-47bf-b82c-4c2a2fe2810e,Historic reconstructions of daily river flow for 303 UK catchments (1891-2015),"['Smith, K.A.', 'Tanguy, M.', 'Hannaford, J.', 'Prudhomme, C.']",references,10.5194/hess-26-1755-2022,journal-article,Storylines of UK drought based on the 2010–2012 event,"[['Wilson C. H.', 'Chan'], ['Theodore G.', 'Shepherd'], ['Katie', 'Facer-Childs'], ['Geoff', 'Darch'], ['Nigel W.', 'Arnell']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f710bed1-e564-47bf-b82c-4c2a2fe2810e,Historic reconstructions of daily river flow for 303 UK catchments (1891-2015),"['Smith, K.A.', 'Tanguy, M.', 'Hannaford, J.', 'Prudhomme, C.']",is-part-of,10.5194/hess-23-3247-2019,journal-article,A multi-objective ensemble approach to hydrological modelling in the UK: an application to historic drought reconstruction,"[['Katie A.', 'Smith'], ['Lucy J.', 'Barker'], ['Maliko', 'Tanguy'], ['Simon', 'Parry'], ['Shaun', 'Harrigan'], ['Tim P.', 'Legg'], ['Christel', 'Prudhomme'], ['Jamie', 'Hannaford']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/f710bed1-e564-47bf-b82c-4c2a2fe2810e,Historic reconstructions of daily river flow for 303 UK catchments (1891-2015),"['Smith, K.A.', 'Tanguy, M.', 'Hannaford, J.', 'Prudhomme, C.']",is-referenced-by,10.1080/02626667.2022.2038791,Informa UK Limited,Spatio-temporal propagation of North Atlantic Oscillation (NAO) rainfall deviations to streamflow in British catchments,"[['Harry', 'West'], ['Nevil', 'Quinn'], ['Michael', 'Horswell']]",DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/ec54d5e5288a4ebb8c7ad2a1ef6aec42,"MIDAS Open: UK daily rainfall data, v201901",['Met Office'],is-part-of,10.5194/hess-23-4583-2019,journal-article,Historic hydrological droughts 1891–2015: systematic characterisation for a diverse set of catchments across the UK,"[['Lucy J.', 'Barker'], ['Jamie', 'Hannaford'], ['Simon', 'Parry'], ['Katie A.', 'Smith'], ['Maliko', 'Tanguy'], ['Christel', 'Prudhomme']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/ec54d5e5288a4ebb8c7ad2a1ef6aec42,"MIDAS Open: UK daily rainfall data, v201901",['Met Office'],is-part-of,http://catalogue.ceda.ac.uk/uuid/dbd451271eb04662beade68da43546e1,Info not given,Info not given,Info not given,DataCite
British Oceanographic Data Centre (BODC),10.5285/481720c2-35bd-6c10-e053-6c86abc06bb3,An improved database of coastal flooding in the United Kingdom from 1915 to 2016.,"['Haigh, Ivan David', 'Ozsoy, Ozgun', 'Wadey, Matthew P', 'Nicholls, Robert J', 'Gallop, Shari L', 'Wahl, Thomas', 'Brown, Jenny']",references,10.1038/sdata.2017.100,journal-article,An improved database of coastal flooding in the United Kingdom from 1915 to 2016,"[['Ivan D.', 'Haigh'], ['Ozgun', 'Ozsoy'], ['Matthew P.', 'Wadey'], ['Robert J.', 'Nicholls'], ['Shari L.', 'Gallop'], ['Thomas', 'Wahl'], ['Jennifer M.', 'Brown']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/9373933d-48c1-5a37-e053-6c86abc0e213,MASSMO 4 project ocean glider and autonomous surface vehicle data.,"['Wynn, Russell B', 'Wihsgott, Juliane U', 'Palmer, Matthew R', 'Lichtman, Ian D', 'Miller, Peter', 'Goult, Stephen', 'Nencioli, Francesco', 'Loveday, Benjamin R', 'Jones, Sam', 'Inall, Mark E', 'Dumont, Estelle', 'Venables, Emily', 'Jones, Oban', 'Risch, Denise', 'Hall, Robert A', 'Cauchy, Pierre', 'Pierpoint, Chris', 'Doran, Jacqui', 'Mowat, Ryan', 'Damerell, Gillian']",is-part-of,10.5194/os-15-1439-2019,journal-article,Internal tide energy flux over a ridge measured by a co-located ocean glider and moored acoustic Doppler current profiler,"[['Rob A.', 'Hall'], ['Barbara', 'Berx'], ['Gillian M.', 'Damerell']]",CrossRef
Polar Data Centre (PDC),10.5285/6071926f-32e0-4681-a50d-aab08f42c08a,"Subglacial bed roughness of Greenland, provided using two independent metrics","['Cooper, Michael', 'Jordan, Thomas']",is-part-of,10.5194/tc-13-3093-2019,journal-article,Subglacial roughness of the Greenland Ice Sheet: relationship with contemporary ice velocity and geology,"[['Michael A.', 'Cooper'], ['Thomas M.', 'Jordan'], ['Dustin M.', 'Schroeder'], ['Martin J.', 'Siegert'], ['Christopher N.', 'Williams'], ['Jonathan L.', 'Bamber']]",CrossRef
Polar Data Centre (PDC),10.5285/E3616D28-759E-4CCA-8FAE-FE398F9552BA,"Annual melt onset, duration and end dates for the Antarctic Peninsula derived from Quikscat and ASCAT scatterometer Enhanced Resolution data, 1999-2017","['Bevan, Suzanne', 'Luckman, Adrian']",is-part-of,10.5194/tc-14-3551-2020,journal-article,The 2020 Larsen C Ice Shelf surface melt is a 40-year record high,"[['Suzanne', 'Bevan'], ['Adrian', 'Luckman'], ['Harry', 'Hendon'], ['Guomin', 'Wang']]",CrossRef
Polar Data Centre (PDC),10.5285/CFA4CC5D-3EA9-4C3C-8D6B-6B92A81BB2AF,"Antarctic Peninsula melt season durations based on level 1 ASCAT scatterometer data, 2017-2020","['Bevan, Suzanne', 'Luckman, Adrian']",is-part-of,10.5194/tc-14-3551-2020,journal-article,The 2020 Larsen C Ice Shelf surface melt is a 40-year record high,"[['Suzanne', 'Bevan'], ['Adrian', 'Luckman'], ['Harry', 'Hendon'], ['Guomin', 'Wang']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/7a150d33-956b-0fec-e053-6c86abc0b35c,"GEOTRACES GA01 (cruise GEOVIDE) <sup>231</sup>Pa, <sup>230</sup>Th and <sup>232</sup>Th activities.","['Deng, Feifei', 'Henderson, Gideon', 'Castrillejo, Maxi', 'Browning, Thomas J']",is-part-of,10.5194/bg-15-7299-2018,journal-article,Evolution of &amp;lt;sup&amp;gt;231&amp;lt;/sup&amp;gt;Pa and &amp;lt;sup&amp;gt;230&amp;lt;/sup&amp;gt;Th in overflow waters of the North Atlantic,"[['Feifei', 'Deng'], ['Gideon M.', 'Henderson'], ['Maxi', 'Castrillejo'], ['Fiz F.', 'Perez'], ['Reiner', 'Steinfeldt']]",CrossRef
Polar Data Centre (PDC),10.5285/d8369a2f-8b50-4711-b492-ae773bfafd95,"Dissolved nutrient, carbon and algal abundance in the Dark Zone (Greenland Ice Sheet), July-August 2016","['Holland, Alexandra', 'Williamson, Christopher', 'Tranter, Martyn', 'Anesio, Alexandre']",is-part-of,10.5194/bg-16-3283-2019,journal-article,Dissolved organic nutrients dominate melting surface ice of the Dark Zone (Greenland Ice Sheet),Info not given,CrossRef
Polar Data Centre (PDC),10.5285/d8369a2f-8b50-4711-b492-ae773bfafd95,"Dissolved nutrient, carbon and algal abundance in the Dark Zone (Greenland Ice Sheet), July-August 2016","['Holland, Alexandra', 'Williamson, Christopher', 'Tranter, Martyn', 'Anesio, Alexandre']",is-part-of,https://blackandbloom.org/,Info not given,Info not given,Info not given,DataCite
Polar Data Centre (PDC),10.5285/d8369a2f-8b50-4711-b492-ae773bfafd95,"Dissolved nutrient, carbon and algal abundance in the Dark Zone (Greenland Ice Sheet), July-August 2016","['Holland, Alexandra', 'Williamson, Christopher', 'Tranter, Martyn', 'Anesio, Alexandre']",is-part-of,http://www.microarctic.eu/,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/f883e197594f4fbaae6edebafb3fddb3,"EUSTACE: Globally gridded clear-sky daily air temperature estimates from satellites with uncertainty estimates for land, ocean and ice, 1995-2016","['Kennedy, John J.', 'Capponi, Francesco', 'Ghent, Darren', 'Good, Elizabeth J.', 'Høyer, Jacob L.', 'Kent, Elizabeth C.', 'Madsen, Kristine S.', 'Mitchelson, Joel R.', 'Nielsen-Englyst, Pia', 'Tonboe, Rasmus T.']",is-part-of,10.5194/tc-15-3035-2021,journal-article,Deriving Arctic 2 m air temperatures over snow and ice from satellite surface temperature measurements,"[['Pia', 'Nielsen-Englyst'], ['Jacob L.', 'Høyer'], ['Kristine S.', 'Madsen'], ['Rasmus T.', 'Tonboe'], ['Gorm', 'Dybkjær'], ['Sotirios', 'Skarpalezos']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/f883e197594f4fbaae6edebafb3fddb3,"EUSTACE: Globally gridded clear-sky daily air temperature estimates from satellites with uncertainty estimates for land, ocean and ice, 1995-2016","['Kennedy, John J.', 'Capponi, Francesco', 'Ghent, Darren', 'Good, Elizabeth J.', 'Høyer, Jacob L.', 'Kent, Elizabeth C.', 'Madsen, Kristine S.', 'Mitchelson, Joel R.', 'Nielsen-Englyst, Pia', 'Tonboe, Rasmus T.']",is-part-of,http://catalogue.ceda.ac.uk/uuid/7ebff7be4c0149d082ca9a32ec8df4da,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/8351ed155b134155848d03a7cdce9f02,"Ozone eddy covariance measurements at Penlee Point Atmospheric Observatory, April-May 2018","['Loades, David', 'Bell, Thomas', 'Yang, Mingxi', 'Plymouth Marine Laboratory (PML)', 'University Of York']",is-part-of,10.5194/amt-13-6915-2020,journal-article,Ozone deposition to a coastal sea: comparison of eddy covariance observations with reactive air–sea exchange models,"[['David C.', 'Loades'], ['Mingxi', 'Yang'], ['Thomas G.', 'Bell'], ['Adam R.', 'Vaughan'], ['Ryan J.', 'Pound'], ['Stefan', 'Metzger'], ['James D.', 'Lee'], ['Lucy J.', 'Carpenter']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/533d87d3-48c1-4c6e-9f2f-fda273ab45bc,"Strain measurements on 21 trees in Wytham Woods, UK","['Jackson, T.']",is-part-of,10.5194/bg-18-4059-2021,journal-article,The motion of trees in the wind: a data synthesis,"[['Toby D.', 'Jackson'], ['Sarab', 'Sethi'], ['Ebba', 'Dellwik'], ['Nikolas', 'Angelou'], ['Amanda', 'Bunce'], ['Tim', 'van Emmerik'], ['Marine', 'Duperat'], ['Jean-Claude', 'Ruel'], ['Axel', 'Wellpott'], ['Skip', 'Van Bloem'], ['Alexis', 'Achim'], ['Brian', 'Kane'], ['Dominick M.', 'Ciruzzi'], ['Steven P.', 'Loheide II'], ['Ken', 'James'], ['Daniel', 'Burcham'], ['John', 'Moore'], ['Dirk', 'Schindler'], ['Sven', 'Kolbe'], ['Kilian', 'Wiegmann'], ['Mark', 'Rudnicki'], ['Victor J.', 'Lieffers'], ['John', 'Selker'], ['Andrew V.', 'Gougherty'], ['Tim', 'Newson'], ['Andrew', 'Koeser'], ['Jason', 'Miesbauer'], ['Roger', 'Samelson'], ['Jim', 'Wagner'], ['Anthony R.', 'Ambrose'], ['Andreas', 'Detter'], ['Steffen', 'Rust'], ['David', 'Coomes'], ['Barry', 'Gardiner']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/533d87d3-48c1-4c6e-9f2f-fda273ab45bc,"Strain measurements on 21 trees in Wytham Woods, UK","['Jackson, T.']",references,10.1017/flo.2021.15,journal-article,Wind speed inference from environmental flow–structure interactions. Part 2. Leveraging unsteady kinematics,"[['Jennifer L.', 'Cardona'], ['John O.', 'Dabiri']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/533d87d3-48c1-4c6e-9f2f-fda273ab45bc,"Strain measurements on 21 trees in Wytham Woods, UK","['Jackson, T.']",references,10.1038/s42003-022-03652-x,journal-article,Towards 3D basic theories of plant forms,"[['Yi', 'Lin'], ['Juha', 'Hyyppä']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/657f420e-f956-4c33-b7d6-98c7a18aa07a,"A time-series of strains in response to wind measured on 19 trees in Danum Valley, Malaysia","['Jackson, T.']",is-part-of,10.5194/bg-18-4059-2021,journal-article,The motion of trees in the wind: a data synthesis,"[['Toby D.', 'Jackson'], ['Sarab', 'Sethi'], ['Ebba', 'Dellwik'], ['Nikolas', 'Angelou'], ['Amanda', 'Bunce'], ['Tim', 'van Emmerik'], ['Marine', 'Duperat'], ['Jean-Claude', 'Ruel'], ['Axel', 'Wellpott'], ['Skip', 'Van Bloem'], ['Alexis', 'Achim'], ['Brian', 'Kane'], ['Dominick M.', 'Ciruzzi'], ['Steven P.', 'Loheide II'], ['Ken', 'James'], ['Daniel', 'Burcham'], ['John', 'Moore'], ['Dirk', 'Schindler'], ['Sven', 'Kolbe'], ['Kilian', 'Wiegmann'], ['Mark', 'Rudnicki'], ['Victor J.', 'Lieffers'], ['John', 'Selker'], ['Andrew V.', 'Gougherty'], ['Tim', 'Newson'], ['Andrew', 'Koeser'], ['Jason', 'Miesbauer'], ['Roger', 'Samelson'], ['Jim', 'Wagner'], ['Anthony R.', 'Ambrose'], ['Andreas', 'Detter'], ['Steffen', 'Rust'], ['David', 'Coomes'], ['Barry', 'Gardiner']]",CrossRef
Environmental Information Data Centre (EIDC),10.5285/657f420e-f956-4c33-b7d6-98c7a18aa07a,"A time-series of strains in response to wind measured on 19 trees in Danum Valley, Malaysia","['Jackson, T.']",is-referenced-by,10.1101/664292,Cold Spring Harbor Laboratory,The mechanical stability of the world’s tallest broadleaf trees,"[['T.', 'Jackson'], ['A.', 'Shenkin'], ['N.', 'Majalap'], ['J.', 'bin Jami'], ['A.', 'bin Sailim'], ['G.', 'Reynolds'], ['D.A.', 'Coomes'], ['C.J.', 'Chandler'], ['D.S.', 'Boyd'], ['A.', 'Burt'], ['Phil', 'Wilkes'], ['M.', 'Disney'], ['Y.', 'Malhi']]",DataCite
Environmental Information Data Centre (EIDC),10.5285/98b473c7-3ca9-498d-a851-31152b1f1da7,"Empirical and modelled carbon, nitrogen and phosphorus content of plants and soils from Wardlow Hay Cop, UK","['Taylor, C.R.', 'Janes-Bassett, V.', 'Phoenix, G.K.', 'Keane, B.', 'Hartley, I.P.', 'Davies, J.A.C.']",is-part-of,10.5194/bg-18-4021-2021,journal-article,Organic phosphorus cycling may control grassland responses to nitrogen deposition: a long-term field manipulation and modelling study,"[['Christopher R.', 'Taylor'], ['Victoria', 'Janes-Bassett'], ['Gareth K.', 'Phoenix'], ['Ben', 'Keane'], ['Iain P.', 'Hartley'], ['Jessica A. C.', 'Davies']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/a8e9f44965434f3b861eba77688701ef,"FIDUCEO: Fundamental Climate Data Record of Microwave Brightness Temperatures with uncertainties, 1994 - 2017, v4.1","['Hans, Imke', 'Burgdorf, Martin', 'Wooliams, Emma']",references,10.1038/s41597-020-0560-1,journal-article,A new climate data record of upper-tropospheric humidity from microwave observations,"[['Theresa', 'Lang'], ['Stefan A.', 'Buehler'], ['Martin', 'Burgdorf'], ['Imke', 'Hans'], ['Viju O.', 'John']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/a8e9f44965434f3b861eba77688701ef,"FIDUCEO: Fundamental Climate Data Record of Microwave Brightness Temperatures with uncertainties, 1994 - 2017, v4.1","['Hans, Imke', 'Burgdorf, Martin', 'Wooliams, Emma']",is-part-of,https://catalogue.ceda.ac.uk/uuid/7fe9f59731ab47b6a20e792e0cba4641,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/a8e9f44965434f3b861eba77688701ef,"FIDUCEO: Fundamental Climate Data Record of Microwave Brightness Temperatures with uncertainties, 1994 - 2017, v4.1","['Hans, Imke', 'Burgdorf, Martin', 'Wooliams, Emma']",is-part-of,https://catalogue.ceda.ac.uk/uuid/f6f424ff804b434685e2913e5bd2f3b0,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/2083b33b5c3d4cf0acb9a49226789caa,"FIDUCEO: Microwave Upper Troposheric Humidity and Uncertainties, Climate Data Record, 1994-2017, V1.2","['Lang, Theresa', 'Buehler, Stefan', 'Burgdorf, Martin', 'Hans, Imke']",references,10.1038/s41597-020-0560-1,journal-article,A new climate data record of upper-tropospheric humidity from microwave observations,"[['Theresa', 'Lang'], ['Stefan A.', 'Buehler'], ['Martin', 'Burgdorf'], ['Imke', 'Hans'], ['Viju O.', 'John']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/2083b33b5c3d4cf0acb9a49226789caa,"FIDUCEO: Microwave Upper Troposheric Humidity and Uncertainties, Climate Data Record, 1994-2017, V1.2","['Lang, Theresa', 'Buehler, Stefan', 'Burgdorf, Martin', 'Hans, Imke']",is-part-of,https://catalogue.ceda.ac.uk/uuid/7fe9f59731ab47b6a20e792e0cba4641,Info not given,Info not given,Info not given,DataCite
Centre for Environmental Data Analysis (CEDA),10.5285/2083b33b5c3d4cf0acb9a49226789caa,"FIDUCEO: Microwave Upper Troposheric Humidity and Uncertainties, Climate Data Record, 1994-2017, V1.2","['Lang, Theresa', 'Buehler, Stefan', 'Burgdorf, Martin', 'Hans, Imke']",is-part-of,https://catalogue.ceda.ac.uk/uuid/f6f424ff804b434685e2913e5bd2f3b0,Info not given,Info not given,Info not given,DataCite
Polar Data Centre (PDC),10.5285/3D82FD3F-884B-47B6-B11C-6C96D66B950D,"Detailed water quality parameters, including methane concentrations and isotopic composition, for groundwater springs discharging from open system pingos in Adventdalen, Svalbard (2014-2017)","['Hodson, Andrew']",is-part-of,10.5194/tc-14-3829-2020,journal-article,Sub-permafrost methane seepage from open-system pingos in Svalbard,"[['Andrew J.', 'Hodson'], ['Aga', 'Nowak'], ['Mikkel T.', 'Hornum'], ['Kim', 'Senger'], ['Kelly', 'Redeker'], ['Hanne H.', 'Christiansen'], ['Søren', 'Jessen'], ['Peter', 'Betlem'], ['Steve F.', 'Thornton'], ['Alexandra V.', 'Turchyn'], ['Snorre', 'Olaussen'], ['Alina', 'Marca']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/cddfe3093be247d7bac56c9fa9edb3d5,Identification and classification of Cirrus (IC-CIR): A cirrus classification based on satellite and reanalysis data (2003-2013),"['Gryspeerdt, Edward', 'Quaas, Johannes', 'Goren, Tom', 'Klocke, Daniel', 'Brueck, Matthias']",is-part-of,10.5194/acp-18-14351-2018,journal-article,Ice crystal number concentration estimates from lidar–radar  satellite remote sensing – Part 2: Controls on the ice crystal  number concentration,"[['Edward', 'Gryspeerdt'], ['Odran', 'Sourdeval'], ['Johannes', 'Quaas'], ['Julien', 'Delanoë'], ['Martina', 'Krämer'], ['Philipp', 'Kühne']]",CrossRef
Polar Data Centre (PDC),10.5285/B9B28A35-8620-4182-BF9C-638800B6679B,Processed line aerogravity data over the Thwaites Glacier region (2018/19 season),"['Jordan, Tom', 'Robinson, Carl', 'Porter, David', 'Locke, Caitlin', 'Tinto, Kirsty']",is-part-of,10.5194/tc-14-2869-2020,journal-article,"New gravity-derived bathymetry for the Thwaites, Crosson, and Dotson ice shelves revealing two ice shelf populations","[['Tom A.', 'Jordan'], ['David', 'Porter'], ['Kirsty', 'Tinto'], ['Romain', 'Millan'], ['Atsuhiro', 'Muto'], ['Kelly', 'Hogan'], ['Robert D.', 'Larter'], ['Alastair G. C.', 'Graham'], ['John D.', 'Paden']]",CrossRef
Polar Data Centre (PDC),10.5285/7803DE8B-8A74-466B-888E-E8C737BF21CE,"Gravity-derived bathymetry for the Thwaites, Crosson and Dotson ice shelves (2009-2019)","['Jordan, Tom', 'Porter, David', 'Tinto, Kirsty', 'Millan, Romain', 'Muto, Atsuhiro', 'Hogan, Kelly', 'Larter, Robert', 'Graham, Alastair', 'Paden, John', 'Robinson, Carl']",is-part-of,10.5194/tc-14-2869-2020,journal-article,"New gravity-derived bathymetry for the Thwaites, Crosson, and Dotson ice shelves revealing two ice shelf populations","[['Tom A.', 'Jordan'], ['David', 'Porter'], ['Kirsty', 'Tinto'], ['Romain', 'Millan'], ['Atsuhiro', 'Muto'], ['Kelly', 'Hogan'], ['Robert D.', 'Larter'], ['Alastair G. C.', 'Graham'], ['John D.', 'Paden']]",CrossRef
Polar Data Centre (PDC),10.5285/776612D1-573C-49C4-AFF5-23B0FBA48271,Processed line aeromagnetic data over the Thwaites glacier region (2018/19 season),"['Jordan, Tom', 'Robinson, Carl', 'Porter, David']",is-part-of,10.5194/tc-14-2869-2020,journal-article,"New gravity-derived bathymetry for the Thwaites, Crosson, and Dotson ice shelves revealing two ice shelf populations","[['Tom A.', 'Jordan'], ['David', 'Porter'], ['Kirsty', 'Tinto'], ['Romain', 'Millan'], ['Atsuhiro', 'Muto'], ['Kelly', 'Hogan'], ['Robert D.', 'Larter'], ['Alastair G. C.', 'Graham'], ['John D.', 'Paden']]",CrossRef
National Geoscience Data Centre (NGDC),10.5285/14da9c02-c5ec-4019-8e5c-06c744d8be9d,Info not given,[],is-part-of,10.5194/hess-23-4527-2019,journal-article,Groundwater–glacier meltwater interaction in proglacial aquifers,"[['Brighid É.', 'Ó Dochartaigh'], ['Alan M.', 'MacDonald'], ['Andrew R.', 'Black'], ['Jez', 'Everest'], ['Paul', 'Wilson'], ['W. George', 'Darling'], ['Lee', 'Jones'], ['Mike', 'Raines']]",CrossRef
National Geoscience Data Centre (NGDC),10.5285/3c28c1e9-d19d-431c-8c30-e9a014447d7b,Info not given,[],is-part-of,10.5194/hess-23-4527-2019,journal-article,Groundwater–glacier meltwater interaction in proglacial aquifers,"[['Brighid É.', 'Ó Dochartaigh'], ['Alan M.', 'MacDonald'], ['Andrew R.', 'Black'], ['Jez', 'Everest'], ['Paul', 'Wilson'], ['W. George', 'Darling'], ['Lee', 'Jones'], ['Mike', 'Raines']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",is-part-of,10.5194/amt-12-5845-2019,journal-article,The Disdrometer Verification Network (DiVeN): a UK network of laser precipitation instruments,"[['Ben S.', 'Pickering'], ['Ryan R.', 'Neely III'], ['Dawn', 'Harrison']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",references,10.5194/amt-15-503-2022,journal-article,Calibration of radar differential reflectivity  using quasi-vertical profiles,"[['Daniel', 'Sanchez-Rivas'], ['Miguel A.', 'Rico-Ramirez']]",CrossRef
Centre for Environmental Data Analysis (CEDA),10.5285/602f11d9a2034dae9d0a7356f9aeaf45,The Disdrometer Verification Network (DiVeN): particle diameter and fall velocity measurements from a network of Thies Laser Precipitation Monitors around the UK (2017-2019),"['Natural Environment Research Council (NERC)', 'Met Office', 'Pickering, Ben S', 'Neely III, Ryan R.', 'Harrison, Dawn']",is-part-of,http://catalogue.ceda.ac.uk/uuid/001b9640fdb1453aa95a222ba423580e,Info not given,Info not given,Info not given,DataCite
