data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,citation_event_source,PubCitationStr
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1371/journal.pcbi.1009613,journal-article,A machine learning pipeline for classification of cetacean echolocation clicks in large underwater acoustic datasets.,['Kaitlin E. Frasier'],Scholix,"Frasier, K. E. (2021). A machine learning pipeline for classification of cetacean echolocation clicks in large underwater acoustic datasets. PLOS Computational Biology, 17(12), e1009613. https://doi.org/10.1371/journal.pcbi.1009613
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1134/s1028334x22070121,journal-article,Mosaic of Deformed Tectonic Blocks in the Central Basin of the Indian Ocean,"['O. V. Levchenko', 'I. A. Veklich']",Scholix,"Levchenko, O. V., & Veklich, I. A. (2022). Mosaic of Deformed Tectonic Blocks in the Central Basin of the Indian Ocean. Doklady Earth Sciences, 505(1), 465â470. https://doi.org/10.1134/s1028334x22070121
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/15564894.2022.2030826,journal-article,Coastal paleolandscapes of far southern Peru: Implications for Late Pleistocene human settlement,"['Ana C. Londono', 'Susan D. deFrance', 'Megan E. LeBlanc']",Scholix,"Londono, A. C., deFrance, S. D., & LeBlanc, M. E. (2022). Coastal paleolandscapes of far southern Peru: Implications for Late Pleistocene human settlement. The Journal of Island and Coastal Archaeology, 1â18. https://doi.org/10.1080/15564894.2022.2030826
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1007/s00024-022-03154-1,journal-article,The 2022 Hunga Tonga-Hunga Ha’apai Volcano Air-Wave Generated Tsunami,"['Aditya Riadi Gusman', 'Jean Roger', 'Chris Noble', 'Xiaoming Wang', 'William Power', 'David Burbidge']",Scholix,"Gusman, A. R., Roger, J., Noble, C., Wang, X., Power, W., & Burbidge, D. (2022). The 2022 Hunga Tonga-Hunga Haâapai Volcano Air-Wave Generated Tsunami. Pure and Applied Geophysics, 179(10), 3511â3525. https://doi.org/10.1007/s00024-022-03154-1
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3354/meps14054,journal-article,The Arctic tern Sterna paradisaea: consistency and variability in spatial use at a global oceanographic scale,"['CPF Redfern', 'RM Bevan']",Scholix,"Redfern, C., & Bevan, R. (2022). The Arctic tern Sterna paradisaea: consistency and variability in spatial use at a global oceanographic scale. Marine Ecology Progress Series, 691, 151â171. https://doi.org/10.3354/meps14054
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022jg006814,journal-article,Sediment Accumulation and Carbon Burial in Four Hadal Trench Systems,"['Oguri, Kazumasa', 'Masqué Barri, Pere', 'Zabel, Matthias', 'Stewart, Heather A.', 'MacKinnon, Gillian', 'Rowden, Ashley A.', 'Berg, Peter', 'Wenzhöfer, Frank', 'Glud, Ronnie N.', 'Universitat Autònoma de Barcelona. Departament de Física']",Scholix,"Oguri, K., MasquÃ©, P., Zabel, M., Stewart, H. A., MacKinnon, G., Rowden, A. A., Berg, P., WenzhÃ¶fer, F., & Glud, R. N. (2022). Sediment Accumulation and Carbon Burial in Four Hadal Trench Systems. Journal of Geophysical Research: Biogeosciences, 127(10). Portico. https://doi.org/10.1029/2022jg006814
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1007/s12601-022-00086-8,journal-article,Estimation of Seasonal Representation of the Sea Water Temperature Profile Using Machine Learning and Its Effect on the Prediction of Underwater Acoustic Detection Performance,"['Nayoung Park', 'Young-Gyu Kim', 'Kyeong Ok Kim', 'Su-Uk Son', 'JongJin Park', 'Young Ho Kim']",Scholix,"Park, N., Kim, Y.-G., Kim, K. O., Son, S.-U., Park, J., & Kim, Y. H. (2022). Estimation of Seasonal Representation of the Sea Water Temperature Profile Using Machine Learning and Its Effect on the Prediction of Underwater Acoustic Detection Performance. Ocean Science Journal, 57(3), 528â540. https://doi.org/10.1007/s12601-022-00086-8
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.3390/jmse10081025,journal-article,Prediction of Wave Energy Flux in the Bohai Sea through Automated Machine Learning,"['Hengyi Yang', 'Hao Wang', 'Yong Ma', 'Minyi Xu']",Scholix,"Yang, H., Wang, H., Ma, Y., & Xu, M. (2022). Prediction of Wave Energy Flux in the Bohai Sea through Automated Machine Learning. Journal of Marine Science and Engineering, 10(8), 1025. https://doi.org/10.3390/jmse10081025
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1134/s0016852122030050,journal-article,Active Tectonics of the Eastern Arctic: New Data from Geological and Geophysical Studies at Cape Thomas (West of Wrangel Island),"['A. N. Ovsyuchenko', 'D. E. Edemsky', 'R. A. Zhostkov']",Scholix,"Ovsyuchenko, A. N., Edemsky, D. E., & Zhostkov, R. A. (2022). Active Tectonics of the Eastern Arctic: New Data from Geological and Geophysical Studies at Cape Thomas (West of Wrangel Island). Geotectonics, 56(3), 265â279. https://doi.org/10.1134/s0016852122030050
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.2139/ssrn.4035070,journal-article,"First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: a forced regression modulated shallow plumbing system","['Yakufu Niyazi', 'Ovie Emmanuel Eruteya', 'Aihemaiti Maitituerdi', 'Mark Warne', 'Daniel Ierodiaconou']",Scholix,"Niyazi, Y., Eruteya, O. E., Maitituerdi, A., Warne, M., & Ierodiaconou, D. (2021). First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: a forced regression modulated shallow plumbing system. SSRN Electronic Journal. https://doi.org/10.2139/ssrn.4035070
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1080/1064119x.2022.2152511,journal-article,Numerical modelling of the seismic response of gentle slopes in Southeastern Brazil,"['Cristian Yair Soriano Camelo', 'Maria Cascão Ferreira de Almeida', 'Marcio de Souza Soares de Almeida', 'Gopal S. P. Madabhushi', 'Brian Carlton']",Scholix,"Soriano Camelo, C. Y., de Almeida, M. C. F., de Almeida, M. de S. S., Madabhushi, G. S. P., & Carlton, B. (2022). Numerical modelling of the seismic response of gentle slopes in Southeastern Brazil. Marine Georesources &amp; Geotechnology, 1â14. https://doi.org/10.1080/1064119x.2022.2152511
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.21203/rs.3.rs-2137101/v1,posted-content,Ocean Gravity Wave Split from the Meteotsunami at the Japan Trench Following the 2022 Tonga Volcanic Eruption,"['Tung-Cheng Ho', 'Nobuhito Mori', 'Masumi Yamada']",Scholix,"Ho, T.-C., Mori, N., & Yamada, M. (2022). Ocean Gravity Wave Split from the Meteotsunami at the Japan Trench Following the 2022 Tonga Volcanic Eruption. https://doi.org/10.21203/rs.3.rs-2137101/v1
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],IsRelatedTo,10.1029/2022ms003207,journal-article,Global Barotropic Tide Modeling Using Inline Self‐Attraction and Loading in MPAS‐Ocean,"['Kristin N. Barton', 'Nairita Pal', 'Steven R. Brus', 'Mark R. Petersen', 'Brian K. Arbic', 'Darren Engwirda', 'Andrew F. Roberts', 'Joannes J. Westerink', 'Damrongsak Wirasaet', 'Michael Schindelegger']",Scholix,"Barton, K. N., Pal, N., Brus, S. R., Petersen, M. R., Arbic, B. K., Engwirda, D., Roberts, A. F., Westerink, J. J., Wirasaet, D., & Schindelegger, M. (2022). Global Barotropic Tide Modeling Using Inline SelfâAttraction and Loading in MPASâOcean. Journal of Advances in Modeling Earth Systems, 14(11). Portico. https://doi.org/10.1029/2022ms003207
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1002/lno.12354,journal-article,Visual predation risk and spatial distributions of large Arctic copepods along gradients of sea ice and bottom depth,"[['Tom J.', 'Langbehn'], ['Johanna M.', 'Aarflot'], ['Jennifer J.', 'Freer'], ['Øystein', 'Varpe']]",CrossRef,"Langbehn, T. J., Aarflot, J. M., Freer, J. J., & Varpe, Ã. (2023). Visual predation risk and spatial distributions of large Arctic copepods along gradients of sea ice and bottom depth. Limnology and Oceanography, 68(6), 1388â1405. Portico. https://doi.org/10.1002/lno.12354
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1007/978-3-031-06153-0_2,book-chapter,Physical Geography of the Gulf of Guinea Oceanic Islands,"[['Luis M. P.', 'Ceríaco'], ['Bruna S.', 'Santos'], ['Ricardo F.', 'de Lima'], ['Rayna C.', 'Bell'], ['Sietze J.', 'Norder'], ['Martim', 'Melo']]",CrossRef,"CerÃ­aco, L. M. P., Santos, B. S., de Lima, R. F., Bell, R. C., Norder, S. J., & Melo, M. (2022). Physical Geography of the Gulf of Guinea Oceanic Islands. Biodiversity of the Gulf of Guinea Oceanic Islands, 13â36. https://doi.org/10.1007/978-3-031-06153-0_2
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1029/2022jc019434,journal-article,"Multiple Abyssal Jets Flowing Into the Vema Deep, Romanche Fracture Zone","[['D. I.', 'Frey'], ['V. A.', 'Krechik'], ['L. D.', 'Bashirova'], ['S. A.', 'Ostroumova'], ['D. A.', 'Smirnova'], ['L. A.', 'Kuleshova'], ['E. P.', 'Ponomarenko'], ['E. G.', 'Morozov'], ['M.', 'Ligi'], ['I. Yu.', 'Dudkov'], ['V. V.', 'Sivkov']]",CrossRef,"Frey, D. I., Krechik, V. A., Bashirova, L. D., Ostroumova, S. A., Smirnova, D. A., Kuleshova, L. A., Ponomarenko, E. P., Morozov, E. G., Ligi, M., Dudkov, I. Yu., & Sivkov, V. V. (2023). Multiple Abyssal Jets Flowing Into the Vema Deep, Romanche Fracture Zone. Journal of Geophysical Research: Oceans, 128(2). Portico. https://doi.org/10.1029/2022jc019434
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1007/s41885-023-00127-z,journal-article,An Integrated Assessment of Climate Change Impacts and Implications on Bonaire,"[['L.', 'van Oosterhout'], ['E.', 'Koks'], ['P.', 'van Beukering'], ['S.', 'Schep'], ['T.', 'Tiggeloven'], ['S.', 'van Manen'], ['M.', 'van der Knaap'], ['C.', 'Duinmeijer'], ['S. L.', 'Buijs']]",CrossRef,"van Oosterhout, L., Koks, E., van Beukering, P., Schep, S., Tiggeloven, T., van Manen, S., van der Knaap, M., Duinmeijer, C., & Buijs, S. L. (2023). An Integrated Assessment of Climate Change Impacts and Implications on Bonaire. Economics of Disasters and Climate Change. https://doi.org/10.1007/s41885-023-00127-z
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1002/aqc.3906,journal-article,"A vessel collision report for Bryde's whales (<scp><i>Balaenoptera brydei</i></scp>) off the northern coast of São Paulo, Brazil","[['Aline', 'Athayde'], ['Júlio', 'Cardoso'], ['Arlaine', 'Francisco'], ['Salvatore', 'Siciliano']]",CrossRef,"Athayde, A., Cardoso, J., Francisco, A., & Siciliano, S. (2022). A vessel collision report for Brydeâs whales (<scp>Balaenoptera brydei</scp>) off the northern coast of SÃ£o Paulo, Brazil. Aquatic Conservation: Marine and Freshwater Ecosystems, 33(2), 226â230. Portico. https://doi.org/10.1002/aqc.3906
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1016/j.fishres.2023.106793,journal-article,Preferential aggregation areas of Seriola dumerili: Estimation of environmental influences and insights towards sustainable exploitation,"[['Sofya', 'Aoufi'], ['Maria', 'Valls'], ['Oona C.', 'Bienentreu'], ['Ines R.', 'Pereira'], ['Yansong', 'Huang'], ['Baptiste', 'Mourre'], ['Miguel', 'Cabanellas-Reboredo']]",CrossRef,"Aoufi, S., Valls, M., Bienentreu, O. C., Pereira, I. R., Huang, Y., Mourre, B., & Cabanellas-Reboredo, M. (2023). Preferential aggregation areas of Seriola dumerili: Estimation of environmental influences and insights towards sustainable exploitation. Fisheries Research, 266, 106793. https://doi.org/10.1016/j.fishres.2023.106793
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.4995/ia.2023.18700,journal-article,"Modelación numérica de la trayectoria del sargazo pelágico utilizando ecuaciones Brownianas con aplicación a las aguas de la Península de Yucatán, México","[['José María', 'Aguilera-Méndez'], ['Carlos', 'Juárez-Toledo'], ['José Luis', 'Tapia-Fabela'], ['Irma', 'Martínez-Carrillo'], ['Raúl Vladimir', 'Hernández-Grajales']]",CrossRef,"Aguilera-MÃ©ndez, J. M., JuÃ¡rez-Toledo, C., Tapia-Fabela, J. L., MartÃ­nez-Carrillo, I., & HernÃ¡ndez-Grajales, R. V. (2023). ModelaciÃ³n numÃ©rica de la trayectoria del sargazo pelÃ¡gico utilizando ecuaciones Brownianas con aplicaciÃ³n a las aguas de la PenÃ­nsula de YucatÃ¡n, MÃ©xico. IngenierÃ­a Del Agua, 27(1), 45â58. https://doi.org/10.4995/ia.2023.18700
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],is-part-of,10.5194/os-19-57-2023,journal-article,River effects on sea-level rise in the Río de la Plata estuary during the past century,"[['Christopher G.', 'Piecuch']]",CrossRef,"Piecuch, C. G. (2023). River effects on sea-level rise in the RÃ­o de la Plata estuary during the past century. Ocean Science, 19(1), 57â75. https://doi.org/10.5194/os-19-57-2023
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1029/2022jb025458,journal-article,Lithospheric Structure of the Red Sea Based on 3D Density Modeling: A Contrasting Rift Architecture,"[['Ran', 'Issachar'], ['Ángela María', 'Gómez‐García'], ['Jörg', 'Ebbing']]",CrossRef,"Issachar, R., GÃ³mezâGarcÃ­a, Ã. M., & Ebbing, J. (2023). Lithospheric Structure of the Red Sea Based on 3D Density Modeling: A Contrasting Rift Architecture. Journal of Geophysical Research: Solid Earth, 128(5). Portico. https://doi.org/10.1029/2022jb025458
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1175/jcli-d-22-0194.1,journal-article,The Deep Arctic Ocean and Fram Strait in CMIP6 Models,"[['Céline', 'Heuzé'], ['Hannah', 'Zanowski'], ['Salar', 'Karam'], ['Morven', 'Muilwijk']]",CrossRef,"HeuzÃ©, C., Zanowski, H., Karam, S., & Muilwijk, M. (2023). The Deep Arctic Ocean and Fram Strait in CMIP6 Models. Journal of Climate, 36(8), 2551â2584. https://doi.org/10.1175/jcli-d-22-0194.1
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1175/bams-d-22-0164.1,journal-article,Destructive Potential of Planetary Meteotsunami Waves beyond the Hunga Tonga–Hunga Ha‘apai Volcano Eruption,"[['Cléa', 'Denamiel'], ['Sergiy', 'Vasylkevych'], ['Nedjeljka', 'Žagar'], ['Petra', 'Zemunik'], ['Ivica', 'Vilibić']]",CrossRef,"Denamiel, C., Vasylkevych, S., Å½agar, N., Zemunik, P., & VilibiÄ, I. (2023). Destructive Potential of Planetary Meteotsunami Waves beyond the Hunga TongaâHunga Haâapai Volcano Eruption. Bulletin of the American Meteorological Society, 104(1), E178âE191. https://doi.org/10.1175/bams-d-22-0164.1
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.5194/gmd-16-211-2023,journal-article,Moana Ocean Hindcast – a  &gt; 25-year simulation for New Zealand waters using the Regional Ocean Modeling System (ROMS) v3.9 model,"[['Joao Marcos', 'Azevedo Correia de Souza'], ['Sutara H.', 'Suanda'], ['Phellipe P.', 'Couto'], ['Robert O.', 'Smith'], ['Colette', 'Kerry'], ['Moninya', 'Roughan']]",CrossRef,"Azevedo Correia de Souza, J. M., Suanda, S. H., Couto, P. P., Smith, R. O., Kerry, C., & Roughan, M. (2023). Moana Ocean Hindcast â a â&gt;â25-year simulation for New Zealand waters using the Regional Ocean Modeling System (ROMS) v3.9 model. Geoscientific Model Development, 16(1), 211â231. https://doi.org/10.5194/gmd-16-211-2023
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.3389/fmars.2023.1155761,journal-article,Planktonic foraminiferal assemblages reflect warming during two recent mid-latitude marine heatwaves,"[['M. Kelsey', 'Lane'], ['Jennifer S.', 'Fehrenbacher'], ['Jennifer L.', 'Fisher'], ['Melanie R.', 'Fewings'], ['Byron C.', 'Crump'], ['Craig M.', 'Risien'], ['Grace M. L.', 'Meyer'], ['Faith', 'Schell']]",CrossRef,"Lane, M. K., Fehrenbacher, J. S., Fisher, J. L., Fewings, M. R., Crump, B. C., Risien, C. M., Meyer, G. M. L., & Schell, F. (2023). Planktonic foraminiferal assemblages reflect warming during two recent mid-latitude marine heatwaves. Frontiers in Marine Science, 10. https://doi.org/10.3389/fmars.2023.1155761
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1101/2022.11.15.516596,posted-content,Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia,"[['Aurèle', 'Vuillemin']]",CrossRef,"Vuillemin, A. (2022). Nitrogen cycling activities during decreased stratification in the coastal oxygen minimum zone off Namibia. https://doi.org/10.1101/2022.11.15.516596
"
British Oceanographic Data Centre (BODC),10.5285/c6612cbe-50b3-0cff-e053-6c86abc09f8f,The GEBCO_2021 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2021'],references,10.1016/j.marpetgeo.2022.105749,journal-article,"First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: A forced regression modulated shallow plumbing system","[['Yakufu', 'Niyazi'], ['Ovie Emmanuel', 'Eruteya'], ['Aihemaiti', 'Maitituerdi'], ['Mark', 'Warne'], ['Daniel', 'Ierodiaconou']]",CrossRef,"Niyazi, Y., Eruteya, O. E., Maitituerdi, A., Warne, M., & Ierodiaconou, D. (2022). First evidence of (paleo)pockmarks in the Bass Strait, offshore SE Australia: A forced regression modulated shallow plumbing system. Marine and Petroleum Geology, 142, 105749. https://doi.org/10.1016/j.marpetgeo.2022.105749
"
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],IsRelatedTo,10.2478/prolas-2022-0039,journal-article,Mapping Submarine Geomorphology of the Philippine and Mariana Trenches By an Automated Approach Using GMT Scripts,"['Lemenkova, Polina']",Scholix,"Lemenkova, P. (2022). Mapping Submarine Geomorphology of the Philippine and Mariana Trenches By an Automated Approach Using GMT Scripts. Proceedings of the Latvian Academy of Sciences. Section B. Natural, Exact, and Applied Sciences., 76(2), 258â266. https://doi.org/10.2478/prolas-2022-0039
"
